"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"447",42,"admin.","single","high.school","no","yes","no","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"448",52,"services","married","basic.6y","no","no","yes","cellular","apr","mon",2,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"449",28,"admin.","single","university.degree","no","no","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"450",38,"housemaid","married","basic.4y","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"451",29,"services","single","unknown","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"yes"
"452",62,"technician","married","unknown","no","no","no","cellular","mar","mon",2,999,0,"nonexistent",-1.8,93.369,-34.8,0.646,5008.7,"no"
"453",34,"management","divorced","university.degree","no","no","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"454",46,"admin.","married","high.school","no","yes","yes","telephone","oct","wed",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"no"
"455",35,"admin.","married","high.school","no","yes","yes","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"456",42,"self-employed","married","university.degree","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"457",35,"entrepreneur","married","university.degree","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"458",39,"management","married","university.degree","no","no","no","cellular","nov","mon",1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
"459",32,"technician","married","university.degree","no","no","no","cellular","sep","mon",2,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no"
"460",39,"self-employed","married","high.school","no","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"461",31,"admin.","single","university.degree","no","no","no","cellular","oct","thu",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.733,5017.5,"no"
"462",52,"admin.","married","basic.6y","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"463",32,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"464",55,"admin.","married","unknown","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
"465",31,"housemaid","single","high.school","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"466",50,"retired","married","professional.course","no","yes","yes","cellular","jul","fri",5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"467",36,"technician","married","university.degree","no","no","no","cellular","aug","tue",5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"468",29,"admin.","single","basic.9y","no","yes","no","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"469",30,"unemployed","married","high.school","no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"470",33,"management","married","university.degree","no","yes","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"471",37,"services","divorced","high.school","no","unknown","unknown","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"472",42,"technician","single","university.degree","no","no","yes","cellular","may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"473",36,"entrepreneur","married","university.degree","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"474",60,"admin.","married","unknown","no","yes","no","cellular","oct","wed",1,999,1,"failure",-3.4,92.431,-26.9,0.74,5017.5,"yes"
"475",33,"technician","married","professional.course","no","no","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"476",35,"blue-collar","married","high.school","no","no","yes","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"477",30,"unemployed","married","high.school","no","yes","yes","telephone","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
"478",26,"technician","married","professional.course","no","yes","no","cellular","may","fri",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"479",32,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"480",32,"admin.","single","university.degree","no","yes","no","telephone","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"481",35,"blue-collar","married","basic.6y","no","no","no","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"482",32,"blue-collar","married","basic.9y","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"483",27,"technician","single","professional.course","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"484",40,"blue-collar","married","basic.9y","unknown","no","no","cellular","may","tue",4,999,2,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
"485",48,"entrepreneur","married","university.degree","no","yes","no","cellular","apr","thu",1,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"no"
"486",38,"technician","single","professional.course","no","no","yes","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"487",41,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"488",46,"admin.","married","high.school","no","yes","yes","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"489",58,"blue-collar","married","basic.9y","no","yes","no","cellular","oct","tue",1,999,1,"failure",-3.4,92.431,-26.9,0.737,5017.5,"no"
"490",33,"services","married","high.school","no","no","no","telephone","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"491",36,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"492",56,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
"493",44,"unemployed","married","basic.9y","unknown","no","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"494",26,"blue-collar","single","basic.9y","no","no","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"495",39,"entrepreneur","married","high.school","no","no","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"no"
"496",60,"unknown","single","unknown","unknown","no","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"497",52,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"498",66,"unknown","divorced","unknown","unknown","yes","no","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,1.27,5099.1,"no"
"499",35,"technician","single","university.degree","no","yes","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"500",46,"technician","married","professional.course","no","no","yes","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"501",55,"blue-collar","divorced","basic.9y","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"502",57,"admin.","married","professional.course","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"503",38,"management","married","high.school","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"504",29,"management","single","university.degree","no","no","yes","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"505",28,"blue-collar","married","basic.9y","no","no","no","cellular","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"506",44,"blue-collar","single","professional.course","no","no","no","cellular","oct","tue",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"no"
"507",49,"services","married","high.school","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"508",55,"blue-collar","married","basic.9y","unknown","no","no","cellular","aug","fri",6,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"509",52,"management","married","university.degree","no","unknown","unknown","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"yes"
"510",33,"services","married","high.school","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
"511",30,"technician","single","professional.course","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
"512",44,"services","married","high.school","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"513",49,"housemaid","married","basic.4y","unknown","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
"514",25,"student","single","high.school","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"515",44,"unknown","divorced","unknown","no","no","no","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"516",37,"admin.","single","high.school","no","no","no","telephone","jul","thu",4,999,3,"failure",-1.7,94.215,-40.3,0.782,4991.6,"no"
"517",35,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"518",33,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"519",33,"technician","single","professional.course","no","unknown","unknown","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"520",33,"services","single","high.school","no","yes","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"521",34,"blue-collar","single","high.school","no","no","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"522",38,"blue-collar","married","basic.4y","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"523",38,"blue-collar","divorced","unknown","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"524",31,"management","single","university.degree","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"525",24,"student","single","high.school","no","no","no","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
"526",38,"admin.","single","university.degree","no","yes","no","cellular","may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"527",50,"services","divorced","high.school","no","no","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"528",47,"self-employed","married","university.degree","no","yes","no","cellular","aug","tue",13,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"529",48,"technician","married","university.degree","no","yes","no","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
"530",41,"admin.","married","high.school","no","yes","no","telephone","may","thu",7,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"531",32,"technician","married","professional.course","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"532",38,"unemployed","married","basic.9y","unknown","yes","no","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"533",30,"admin.","married","university.degree","no","unknown","unknown","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
"534",64,"unemployed","married","university.degree","no","yes","no","cellular","aug","tue",1,999,2,"failure",-2.9,92.201,-31.4,0.884,5076.2,"no"
"535",42,"technician","married","professional.course","no","no","no","telephone","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"536",35,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",14,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"537",54,"admin.","married","university.degree","no","no","yes","cellular","jul","tue",6,13,1,"success",-2.9,92.469,-33.6,0.908,5076.2,"yes"
"538",37,"admin.","married","high.school","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
"539",32,"technician","married","unknown","no","yes","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
"540",35,"blue-collar","married","unknown","unknown","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"541",46,"housemaid","divorced","basic.6y","no","yes","no","telephone","jun","tue",8,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"542",30,"blue-collar","single","basic.9y","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"543",41,"blue-collar","married","basic.4y","unknown","no","no","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"544",28,"technician","married","professional.course","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"545",55,"technician","married","university.degree","no","yes","yes","cellular","may","thu",2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"yes"
"546",30,"admin.","single","university.degree","no","yes","no","cellular","jun","wed",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
"547",63,"unknown","married","professional.course","no","no","no","cellular","oct","thu",1,6,1,"success",-1.1,94.601,-49.5,1.025,4963.6,"no"
"548",42,"services","married","basic.4y","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"549",33,"blue-collar","single","university.degree","unknown","no","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"550",42,"services","married","unknown","no","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"551",30,"self-employed","single","university.degree","no","yes","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"yes"
"552",33,"management","married","university.degree","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"553",51,"technician","married","professional.course","no","no","yes","cellular","sep","fri",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.803,5017.5,"yes"
"554",56,"self-employed","married","basic.9y","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"555",45,"services","married","basic.6y","no","yes","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"556",30,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"557",59,"admin.","divorced","university.degree","unknown","unknown","unknown","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"558",22,"student","single","high.school","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,93.876,-40,0.697,5008.7,"yes"
"559",28,"student","single","unknown","no","yes","no","cellular","aug","thu",1,999,1,"failure",-2.9,92.201,-31.4,0.883,5076.2,"no"
"560",38,"admin.","married","basic.6y","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"561",33,"admin.","divorced","university.degree","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"562",35,"management","single","university.degree","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"563",48,"admin.","married","university.degree","unknown","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"564",24,"admin.","single","high.school","no","no","yes","cellular","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"565",39,"technician","married","university.degree","unknown","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"566",37,"management","married","high.school","no","no","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,93.876,-40,0.682,5008.7,"yes"
"567",29,"technician","single","professional.course","no","yes","yes","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"568",34,"unemployed","single","high.school","no","yes","no","telephone","may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"569",36,"blue-collar","married","professional.course","no","unknown","unknown","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"570",34,"services","married","high.school","no","unknown","unknown","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"571",31,"technician","married","professional.course","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"572",46,"blue-collar","divorced","basic.9y","no","no","no","cellular","apr","tue",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"no"
"573",51,"admin.","divorced","university.degree","unknown","unknown","unknown","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"574",32,"services","married","high.school","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
"575",32,"blue-collar","single","high.school","no","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"576",35,"admin.","married","professional.course","no","yes","no","cellular","may","mon",2,3,1,"success",-1.8,92.893,-46.2,1.354,5099.1,"no"
"577",41,"services","married","basic.9y","no","yes","yes","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"578",32,"services","married","high.school","unknown","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"579",42,"admin.","single","unknown","no","no","no","telephone","may","mon",9,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"580",27,"self-employed","single","university.degree","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"581",30,"admin.","divorced","high.school","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"582",59,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"583",33,"blue-collar","single","basic.9y","no","no","no","telephone","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"584",27,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"585",32,"admin.","married","university.degree","no","yes","yes","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"586",35,"admin.","married","high.school","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"587",32,"admin.","single","university.degree","no","yes","yes","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"588",45,"admin.","divorced","university.degree","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"589",48,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
"590",46,"admin.","married","university.degree","unknown","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"591",39,"technician","married","professional.course","no","no","no","cellular","aug","wed",14,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"592",36,"admin.","single","university.degree","no","no","no","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"593",31,"admin.","married","high.school","unknown","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"594",32,"services","married","high.school","unknown","no","no","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"595",41,"services","divorced","high.school","no","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"596",39,"management","married","university.degree","no","no","no","telephone","may","tue",10,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"597",57,"management","married","university.degree","unknown","no","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"598",41,"blue-collar","single","high.school","no","yes","no","telephone","may","mon",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"599",44,"services","married","basic.9y","no","yes","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"600",52,"technician","married","high.school","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"601",35,"blue-collar","married","basic.6y","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"602",28,"blue-collar","single","basic.6y","no","yes","yes","cellular","may","fri",8,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"603",58,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"604",51,"entrepreneur","married","professional.course","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"605",30,"admin.","divorced","university.degree","no","yes","no","cellular","aug","thu",10,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"606",36,"admin.","single","university.degree","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"607",39,"admin.","married","university.degree","unknown","no","no","cellular","aug","thu",10,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"608",50,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"609",42,"management","married","university.degree","no","yes","yes","telephone","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"610",38,"admin.","single","unknown","unknown","no","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"611",43,"services","married","high.school","unknown","unknown","unknown","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"612",80,"retired","divorced","basic.4y","no","yes","no","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"no"
"613",46,"management","married","university.degree","no","no","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"614",30,"blue-collar","single","high.school","no","yes","yes","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"615",39,"blue-collar","divorced","high.school","no","no","yes","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"616",40,"technician","single","university.degree","no","no","no","telephone","may","thu",2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"617",39,"blue-collar","divorced","basic.6y","unknown","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"618",56,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"619",40,"admin.","single","university.degree","unknown","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"620",32,"admin.","single","university.degree","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"621",26,"blue-collar","single","university.degree","no","yes","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
"622",29,"services","single","high.school","no","yes","no","cellular","nov","wed",1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
"623",30,"admin.","single","university.degree","no","no","no","telephone","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"624",29,"self-employed","married","university.degree","no","yes","yes","cellular","mar","wed",1,999,1,"failure",-1.8,92.843,-50,1.663,5099.1,"no"
"625",29,"services","married","high.school","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"626",38,"entrepreneur","married","professional.course","no","yes","yes","cellular","jun","tue",2,999,1,"failure",-2.9,92.963,-40.8,1.262,5076.2,"no"
"627",32,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"628",32,"management","married","university.degree","no","no","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"629",49,"technician","married","professional.course","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"630",28,"services","single","high.school","no","unknown","unknown","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"631",33,"admin.","married","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.899,4991.6,"yes"
"632",53,"entrepreneur","divorced","unknown","no","yes","no","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
"633",37,"blue-collar","married","basic.4y","no","yes","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"634",32,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
"635",18,"student","single","unknown","no","unknown","unknown","cellular","sep","thu",2,999,0,"nonexistent",-3.4,92.379,-29.8,0.809,5017.5,"no"
"636",50,"entrepreneur","married","unknown","unknown","yes","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"637",33,"management","single","university.degree","no","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
