"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
35,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","wed",313,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"blue-collar","married","high.school","no","yes","no","cellular","jul","tue",118,7,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
40,"entrepreneur","married","basic.4y","unknown","yes","no","cellular","jul","wed",448,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
38,"blue-collar","divorced","basic.9y","no","no","yes","cellular","jul","fri",706,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
40,"blue-collar","married","basic.4y","no","no","no","cellular","may","thu",104,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
50,"blue-collar","divorced","basic.4y","no","yes","no","telephone","jun","wed",30,22,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
56,"admin.","married","basic.4y","no","yes","no","cellular","nov","fri",382,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
38,"blue-collar","single","university.degree","no","yes","no","cellular","jul","wed",458,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
49,"unemployed","married","professional.course","no","no","no","cellular","jun","fri",317,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no"
29,"blue-collar","married","basic.9y","no","no","no","telephone","jun","tue",170,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
58,"technician","married","unknown","no","yes","no","telephone","jun","fri",78,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
42,"technician","married","professional.course","no","yes","no","cellular","aug","fri",100,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"yes"
30,"technician","married","professional.course","no","no","no","telephone","may","thu",369,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
21,"student","single","unknown","no","no","no","cellular","jul","thu",184,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.81,4991.6,"no"
53,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","fri",565,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes"
31,"unemployed","married","basic.9y","no","no","no","cellular","may","wed",570,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes"
32,"admin.","single","university.degree","no","yes","no","telephone","oct","tue",376,1,999,2,"failure",-3.4,92.431,-26.9,0.728,5017.5,"no"
46,"entrepreneur","married","professional.course","no","yes","no","telephone","jun","thu",410,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
47,"blue-collar","married","basic.6y","no","no","no","cellular","aug","tue",256,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
41,"admin.","married","high.school","no","no","no","telephone","may","wed",249,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"services","married","basic.6y","no","yes","no","cellular","apr","mon",44,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"services","single","university.degree","no","yes","no","telephone","aug","wed",701,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.879,5076.2,"no"
44,"technician","married","basic.9y","no","yes","no","cellular","oct","tue",306,1,2,1,"success",-3.4,92.431,-26.9,0.742,5017.5,"no"
31,"blue-collar","single","high.school","no","no","no","telephone","nov","wed",201,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
30,"blue-collar","single","basic.9y","no","no","no","cellular","nov","thu",197,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
43,"blue-collar","married","unknown","no","no","yes","telephone","may","tue",11,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
36,"management","single","university.degree","no","no","no","telephone","jun","mon",301,6,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
50,"blue-collar","married","unknown","unknown","yes","yes","telephone","may","mon",10,8,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
46,"admin.","single","high.school","no","yes","no","telephone","nov","wed",207,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
26,"admin.","married","high.school","no","no","no","telephone","jun","fri",120,6,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
36,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",103,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
56,"retired","married","professional.course","no","yes","no","cellular","aug","mon",202,5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
62,"unemployed","married","high.school","no","yes","no","cellular","aug","wed",250,1,999,1,"failure",-2.9,92.201,-31.4,0.854,5076.2,"no"
45,"management","married","university.degree","no","yes","yes","cellular","may","thu",265,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
29,"management","single","university.degree","no","yes","no","cellular","mar","mon",154,2,999,1,"failure",-1.8,93.369,-34.8,0.652,5008.7,"no"
37,"blue-collar","married","basic.9y","no","yes","yes","cellular","nov","fri",312,3,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
41,"blue-collar","married","unknown","no","yes","no","telephone","jul","tue",460,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
39,"technician","married","high.school","no","no","no","cellular","jul","thu",232,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
27,"admin.","single","university.degree","no","yes","no","telephone","sep","mon",13,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no"
35,"blue-collar","married","high.school","no","no","no","cellular","may","tue",180,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
26,"blue-collar","single","professional.course","no","yes","no","cellular","may","wed",197,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
41,"admin.","married","professional.course","unknown","yes","no","telephone","jun","thu",122,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
28,"blue-collar","married","high.school","no","no","yes","telephone","may","mon",21,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
29,"admin.","married","high.school","no","yes","no","cellular","jul","tue",681,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
26,"student","single","unknown","unknown","no","no","telephone","may","fri",277,5,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
39,"blue-collar","married","basic.4y","unknown","no","yes","cellular","may","wed",162,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
43,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",157,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
28,"blue-collar","married","basic.9y","no","yes","yes","telephone","jun","mon",288,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
38,"management","married","university.degree","no","no","yes","cellular","nov","fri",79,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
47,"admin.","married","university.degree","no","no","no","telephone","jul","tue",186,9,999,0,"nonexistent",-2.9,92.469,-33.6,0.908,5076.2,"no"
30,"management","married","university.degree","no","yes","no","telephone","sep","mon",221,1,999,1,"failure",-3.4,92.379,-29.8,0.797,5017.5,"no"
43,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","jun","wed",204,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
37,"admin.","married","university.degree","no","yes","no","cellular","jul","mon",227,2,999,0,"nonexistent",-2.9,92.469,-33.6,1.048,5076.2,"yes"
43,"entrepreneur","married","high.school","no","no","no","telephone","may","tue",166,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"technician","single","professional.course","no","no","no","cellular","jul","tue",815,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
29,"admin.","single","university.degree","unknown","no","no","cellular","aug","fri",140,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
57,"self-employed","married","university.degree","unknown","no","no","cellular","jul","mon",83,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
22,"student","single","high.school","no","yes","yes","cellular","jun","thu",221,1,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,"no"
46,"unemployed","divorced","high.school","unknown","yes","yes","telephone","may","fri",69,15,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
31,"self-employed","single","high.school","no","no","yes","cellular","jul","tue",85,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
31,"admin.","married","high.school","no","yes","no","telephone","jun","wed",132,6,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
31,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",95,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
38,"services","married","high.school","no","yes","no","telephone","may","mon",552,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"yes"
41,"management","married","unknown","no","yes","no","telephone","jun","fri",143,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
42,"admin.","married","university.degree","no","no","yes","cellular","aug","fri",81,7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
44,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",556,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
36,"blue-collar","single","basic.6y","no","no","no","cellular","nov","thu",219,7,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
35,"technician","married","professional.course","no","yes","no","cellular","aug","mon",70,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
36,"services","married","high.school","unknown","yes","no","telephone","may","thu",117,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
53,"blue-collar","married","basic.6y","no","no","no","cellular","jun","thu",592,3,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,"yes"
33,"services","married","high.school","no","yes","no","cellular","jul","fri",82,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
30,"technician","single","basic.9y","no","no","no","cellular","may","mon",63,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
74,"retired","divorced","basic.4y","no","yes","no","cellular","aug","wed",536,1,13,1,"success",-2.9,92.201,-31.4,0.854,5076.2,"yes"
27,"admin.","single","high.school","no","no","no","cellular","jun","tue",421,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"yes"
44,"entrepreneur","married","basic.4y","unknown","no","no","telephone","jun","tue",48,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
33,"management","married","university.degree","no","no","yes","telephone","jun","fri",42,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
33,"management","married","university.degree","no","yes","yes","cellular","nov","wed",299,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
41,"blue-collar","married","basic.6y","no","yes","no","cellular","may","tue",150,2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
55,"unemployed","married","university.degree","no","yes","no","cellular","nov","thu",303,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
38,"technician","married","professional.course","no","yes","yes","telephone","may","tue",297,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
35,"services","married","high.school","no","yes","no","cellular","aug","tue",68,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
50,"technician","married","university.degree","no","yes","no","cellular","nov","wed",236,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
35,"technician","married","professional.course","no","yes","yes","cellular","jul","thu",77,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
40,"unemployed","married","professional.course","no","no","yes","telephone","sep","fri",91,1,999,0,"nonexistent",-3.4,92.379,-29.8,0.773,5017.5,"yes"
51,"retired","married","university.degree","no","no","no","cellular","aug","wed",142,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
37,"blue-collar","married","professional.course","no","no","no","telephone","may","tue",305,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"entrepreneur","married","basic.6y","unknown","yes","no","cellular","nov","mon",788,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"yes"
43,"admin.","married","unknown","no","yes","no","telephone","jun","thu",189,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
34,"admin.","single","university.degree","no","no","yes","cellular","aug","mon",230,3,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
46,"admin.","married","basic.9y","no","no","no","cellular","aug","tue",317,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
30,"admin.","single","high.school","no","yes","no","cellular","jul","tue",443,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
57,"management","married","university.degree","no","no","no","cellular","sep","fri",277,2,6,2,"success",-1.1,94.199,-37.5,0.883,4963.6,"yes"
41,"admin.","single","university.degree","no","no","no","cellular","jul","tue",253,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
29,"technician","divorced","high.school","no","yes","no","cellular","jul","wed",128,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
49,"admin.","married","university.degree","unknown","no","no","telephone","may","fri",208,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
49,"technician","married","unknown","unknown","yes","no","cellular","jul","thu",160,14,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
55,"services","married","basic.9y","no","no","no","cellular","aug","thu",211,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
47,"admin.","divorced","professional.course","no","no","no","cellular","nov","mon",104,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
46,"services","married","high.school","no","yes","no","telephone","may","fri",290,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"management","divorced","basic.9y","unknown","yes","no","cellular","jul","thu",86,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
40,"management","married","university.degree","no","yes","no","cellular","apr","mon",96,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
36,"management","married","university.degree","no","yes","yes","cellular","mar","thu",94,1,999,0,"nonexistent",-1.8,92.843,-50,1.538,5099.1,"no"
43,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","fri",345,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"admin.","divorced","university.degree","no","no","no","telephone","apr","thu",74,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.483,5099.1,"no"
65,"admin.","married","university.degree","no","yes","no","cellular","oct","thu",120,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.754,5017.5,"no"
36,"blue-collar","married","high.school","no","yes","no","cellular","dec","thu",234,1,999,0,"nonexistent",-0.2,92.756,-45.9,3.329,5176.3,"no"
25,"admin.","single","high.school","no","yes","yes","cellular","may","fri",795,6,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
44,"blue-collar","married","basic.4y","unknown","no","yes","telephone","may","wed",218,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
37,"housemaid","married","high.school","no","no","no","telephone","may","wed",132,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","mon",591,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
38,"technician","married","professional.course","no","no","no","cellular","mar","thu",119,1,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,"no"
52,"technician","married","professional.course","no","no","no","cellular","jul","fri",221,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
37,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","mon",186,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"housemaid","single","university.degree","no","yes","no","cellular","aug","thu",159,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
33,"admin.","divorced","university.degree","no","no","no","cellular","may","tue",140,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
66,"retired","divorced","high.school","no","no","no","cellular","jul","wed",211,1,999,1,"failure",-1.7,94.215,-40.3,0.896,4991.6,"no"
33,"entrepreneur","married","university.degree","no","yes","yes","cellular","nov","wed",380,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
44,"services","married","high.school","no","no","no","cellular","oct","mon",95,3,999,0,"nonexistent",-1.1,94.601,-49.5,1,4963.6,"no"
49,"entrepreneur","married","university.degree","no","yes","no","telephone","nov","mon",118,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
66,"retired","married","basic.4y","no","yes","no","cellular","jul","mon",568,7,999,0,"nonexistent",-1.7,94.215,-40.3,0.87,4991.6,"yes"
32,"admin.","single","university.degree","no","no","no","cellular","sep","thu",154,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.884,4963.6,"no"
58,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","mon",190,3,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
28,"technician","single","university.degree","no","yes","no","cellular","jul","thu",58,2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
25,"unemployed","married","high.school","unknown","unknown","unknown","cellular","jul","fri",147,10,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
48,"admin.","divorced","university.degree","no","yes","no","cellular","may","mon",28,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
36,"admin.","single","high.school","no","yes","no","cellular","may","tue",67,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
32,"admin.","single","university.degree","no","no","no","cellular","jul","tue",527,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.893,4991.6,"yes"
52,"management","married","professional.course","no","yes","no","telephone","may","wed",456,9,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
29,"technician","married","professional.course","no","no","no","cellular","jul","wed",263,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
20,"student","single","unknown","no","yes","no","telephone","may","wed",510,4,999,0,"nonexistent",-1.8,93.876,-40,0.672,5008.7,"yes"
38,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",161,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
33,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","wed",15,1,999,2,"failure",-1.7,94.055,-39.8,0.727,4991.6,"no"
27,"unemployed","single","university.degree","no","yes","no","telephone","jul","mon",158,7,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
66,"retired","single","basic.4y","no","yes","no","cellular","nov","tue",525,3,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"yes"
51,"unemployed","divorced","university.degree","no","no","no","cellular","nov","thu",286,6,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
35,"entrepreneur","single","university.degree","no","no","no","cellular","jul","mon",180,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
27,"blue-collar","single","basic.9y","no","no","no","cellular","may","fri",641,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
34,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","tue",246,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
31,"entrepreneur","married","high.school","no","yes","no","cellular","nov","wed",360,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
45,"admin.","married","unknown","no","no","no","telephone","jun","mon",189,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
32,"admin.","single","university.degree","no","no","no","cellular","aug","fri",47,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
51,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","wed",39,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
26,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","mon",82,4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
47,"admin.","married","high.school","no","yes","yes","cellular","aug","thu",3322,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
42,"blue-collar","divorced","basic.4y","no","no","no","telephone","may","fri",181,4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
38,"self-employed","single","university.degree","no","no","no","telephone","may","thu",459,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
58,"services","married","high.school","no","no","no","telephone","jun","fri",181,1,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
42,"blue-collar","married","basic.6y","unknown","yes","no","telephone","jun","wed",117,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
36,"blue-collar","single","university.degree","no","yes","no","cellular","may","tue",85,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
26,"self-employed","married","basic.4y","no","yes","no","cellular","may","tue",134,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
49,"services","single","professional.course","no","yes","no","cellular","aug","tue",161,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
80,"retired","married","basic.4y","no","yes","no","cellular","aug","wed",323,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.834,5076.2,"yes"
55,"entrepreneur","divorced","university.degree","no","no","no","cellular","nov","fri",110,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
49,"technician","married","university.degree","unknown","yes","no","cellular","jul","mon",333,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
88,"retired","divorced","basic.4y","no","yes","no","cellular","mar","wed",48,1,999,0,"nonexistent",-1.8,92.843,-50,1.663,5099.1,"no"
31,"admin.","single","university.degree","no","yes","no","cellular","may","fri",165,3,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
40,"self-employed","married","university.degree","no","yes","no","cellular","aug","thu",141,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
37,"technician","divorced","high.school","no","yes","no","cellular","nov","fri",47,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
41,"housemaid","married","high.school","no","yes","yes","telephone","jun","fri",168,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
24,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","wed",349,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
40,"admin.","single","university.degree","no","yes","yes","cellular","apr","mon",8,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
56,"admin.","married","university.degree","no","no","no","cellular","aug","wed",552,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes"
77,"retired","married","university.degree","no","yes","no","cellular","may","wed",152,1,6,4,"success",-1.8,93.876,-40,0.682,5008.7,"yes"
51,"technician","married","professional.course","no","yes","no","cellular","nov","fri",229,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
42,"unemployed","married","high.school","unknown","no","no","telephone","may","mon",181,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"services","single","unknown","no","yes","no","telephone","may","thu",475,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
51,"admin.","divorced","university.degree","no","no","no","cellular","aug","fri",88,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
34,"housemaid","married","high.school","unknown","no","no","cellular","may","wed",361,5,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
39,"technician","married","university.degree","unknown","yes","no","cellular","aug","fri",207,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
52,"services","married","high.school","unknown","no","no","cellular","jul","thu",200,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
49,"blue-collar","married","professional.course","no","no","no","cellular","may","tue",325,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
32,"services","married","high.school","no","no","yes","cellular","apr","fri",340,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
41,"technician","married","professional.course","no","no","no","cellular","aug","mon",203,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
35,"technician","married","professional.course","no","yes","no","cellular","apr","mon",272,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.466,5099.1,"no"
32,"technician","single","university.degree","no","yes","no","cellular","may","wed",75,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
29,"unemployed","single","university.degree","no","yes","no","cellular","jul","tue",611,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.044,5076.2,"no"
33,"admin.","single","high.school","no","yes","no","cellular","may","tue",135,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
34,"entrepreneur","married","basic.4y","no","yes","no","telephone","may","wed",474,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
43,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","fri",101,6,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
39,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",85,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
55,"services","married","basic.9y","no","yes","no","cellular","dec","wed",314,1,6,1,"success",-3,92.713,-33,0.715,5023.5,"yes"
37,"admin.","married","professional.course","no","no","no","cellular","nov","fri",73,4,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
58,"retired","married","basic.4y","unknown","no","no","cellular","jul","wed",119,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
39,"technician","single","professional.course","no","no","no","cellular","may","wed",143,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
33,"blue-collar","single","basic.6y","no","no","no","cellular","jul","thu",854,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
33,"services","married","high.school","no","yes","yes","cellular","may","thu",273,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
42,"management","single","university.degree","unknown","no","yes","cellular","apr","mon",144,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
57,"self-employed","married","university.degree","no","yes","yes","telephone","jul","thu",152,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
37,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",65,2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
31,"admin.","married","high.school","no","unknown","unknown","cellular","may","tue",213,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
30,"admin.","single","university.degree","no","no","no","cellular","jul","mon",171,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
26,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",174,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
40,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","thu",347,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
